TEXT	TRANSLATION
"RAs in Sequence"	""
"RAs in Sequence per Iteration"	""
"RDB2 Files (*.rdbx)|*.rdbx|RDB2 Files (*.RDBX)|*.RDBX|All Files|*.*"	""
"RDB2 found epsg: %d"	""
"RDB2 meta tag 'riegl.geo_tag' does not contain field '/crs/epsg'. Aborting!"	""
"RDB2 no meta tag 'riegl.geo_tag'. Aborting!"	""
"RDB2: empty input file"	""
"RED_BLUE"	"ROT_BLAU"
"RED_BLUE_GREEN"	"ROT_BLAU_GRÜN"
"RED_GREEN"	"ROT_GRÜN"
"RED_GREEN_BLUE"	"ROT_GRÜN_BLAU"
"RED_GREY_BLUE"	"ROT_GRAU_BLAU"
"RED_GREY_GREEN"	"ROT_GRAU_GRÜN"
"RGB"	""
"RGB Coded Values"	""
"RGB Composite"	"RGB Zusammensetzung"
"RGB Image"	""
"RGB Overlay"	""
"RGB Value Range"	""
"RGB Values"	""
"RGB coded data"	"RGB kodierte Daten"
"RGB to IHS"	""
"RGB to R, G, B"	""
"RGB-Coded Color"	""
"RGP Color"	""
"RMSE"	""
"RPROP parameters"	""
"Radial Limit"	""
"Radial search limit for openness calculation."	""
"Radiance"	""
"Radians"	"Radiant"
"Radiant Sky Temperature"	""
"Radiation"	""
"Radiometric Calibration"	""
"Radiometric Saturation QA Band"	""
"Radius"	"Radius"
"Radius (Cells)"	"Radius (Zellen)"
"Radius (cells)"	"Radius (Zellen)"
"Radius X"	"Radius X"
"Radius Y"	"Radius Y"
"Radius [Cells]"	"Radius [Zellen]"
"Radius given as number of pixels."	""
"Radius of Variance (Grid)"	"Radius der Varianz (Raster)"
"Radius used to trace for shadows (ambient occlusion) [map units]."	""
"Radius with Standard Deviation"	""
"Rain"	""
"Rainfall"	""
"Rainfall Duration"	""
"Rainfall intensity"	""
"Rake"	""
"Random"	"Zufall"
"Random Edge for Coastline Search"	""
"Random Field"	"Zufallsfeld"
"Random Forest"	""
"Random Forest Classification"	""
"Random Forest Classification (ViGrA)"	""
"Random Forest Options"	""
"Random Forest Presence Prediction (ViGrA)"	""
"Random Forest Table Classification (ViGrA)"	""
"Random Points"	""
"Random Terrain"	""
"Random Walk"	""
"Random edge for coastline search."	""
"Random number, Gaussian distribution with mean x and standard deviation y"	""
"Random number, uniform distribution with minimum x and maximum y"	""
"Randomize"	""
"Randomize Direction"	""
"Range"	"Bereich"
"Rank"	"Rankzahl"
"Rank Filter"	"Rangzahlfilter"
"Rao's Q"	""
"Rao's Q Diversity Index"	""
"Rao's Q Diversity Index (Classic)"	""
"Raster"	""
"Raster Band Deletion"	""
"Raster Catalogue"	""
"Raster Catalogue (unknown CRS)"	""
"Raster Catalogues"	""
"Raster band export"	""
"Raster size [mm]"	""
"Rasterzelle 1"	""
"Rasterzelle 2"	""
"Rate Constant for Litter Loss"	""
"Rate of cold air production [m/h]."	""
"Ratio"	""
"Ratio Evapotranspiration"	""
"Ratio Vegetation Index"	"Verhältnis Vegetationsindex"
"Rayleigh Scattering"	""
"Rayleigh atmosphere (diffuse sky irradiance)"	""
"Rc"	""
"Read Only"	""
"Reading"	""
"Real"	""
"Real AdaBoost"	""
"Real Surface Area"	""
"Real-valued Numerical Features"	""
"Recalculate"	""
"Recharge"	""
"Recharge Sum"	""
"Reciprocal Flattening (rf)"	"reziproke Abflachung (rf)"
"Reclassification of distance grid to buffer zones with a width equal to the equidistance value."	"Neueinteilung von Entfernungsraster zu Pufferzonen mit einer Breite entsprechend dem Äquidistanzwert."
"Reclassified"	""
"Reclassified Grid"	"Neueingeteiltes Raster"
"Reclassified grid."	""
"Reclassified or extracted Point Cloud."	""
"Reclassify"	""
"Reclassify Grid Values"	"Teile Rasterwerte neu ein"
"Reclassify buffer distance to intervals of euqidistance ..."	"Wandle Pufferentfernungen in Intervalle von Äquidistanzen ein... "
"Recognized File Types"	""
"Recognized Files"	""
"Reconstruction"	""
"Reconstruction result"	""
"Reconstruction, difference to input grid."	""
"Record Aggregation"	""
"Record Endset (Bytes)"	""
"Record Offset (Bytes)"	""
"Record Statistics"	""
"Record insertion failed"	""
"Rectangles"	""
"Rectify"	""
"Red"	"Rot"
"Red (TM 3)"	""
"Red Channel Color"	""
"Red Edge"	""
"Red Reflectance"	""
"Reduce the number of points to this percentage."	""
"Reduction"	"Verringerung"
"Reference Chip Size (Cells)"	""
"Reference Grid"	""
"Reference Points"	"Referenzpunkte"
"Reference Points (Origin)"	"Referenz Punkte (Original)"
"Reference Points (Projection)"	"Referenz Punkte (Projektion)"
"Reference Station"	""
"Reference Year"	""
"Reference chip size"	""
"Referenced Grids"	""
"References"	""
"Referencing"	""
"Refinement"	""
"Reflectance"	""
"Reflectance Values"	""
"Reflection"	""
"Reflection relative to the xy plane can only be applied to 3D shapes!"	""
"Refresh"	"aktualisieren"
"Region"	""
"Region Size"	""
"Region of Interest"	""
"Regolith Thickness"	""
"Regression"	"Regression"
"Regression Accuracy"	""
"Regression Analysis (Points and Predictor Grid)"	""
"Regression Coefficient"	""
"Regression Coefficients"	""
"Regression Details"	""
"Regression Formula"	""
"Regression Function"	"Regression Funktion"
"Regression Kriging"	""
"Regression Model"	""
"Regression Parameters"	"Regression Parameter"
"Regression Steps"	""
"Regression Summary"	""
"Regression analysis failed"	""
"Regression failed"	""
"Regression with Residual Correction"	""
"Regression: Coefficients"	""
"Regression: Model"	""
"Regression: Steps"	""
"Regularisation"	"Regelung"
"Regularization"	""
"Regularization Factor"	""
"Reiner Sand"	""
"Reiner Schluff"	""
"Reiner Ton"	""
"Relate position and size to selected map extent."	""
"Relate to Extent"	""
"Relation B / A"	"Beziehung B / A"
"Relationship KE - I"	""
"Relationship between kinetic energy (KE) and rainfall intensity (I)"	""
"Relative Area"	"Relative Fläche"
"Relative Height"	"Relative Höhe"
"Relative Heights and Slope Positions"	"Relative Höhen und Neigungspositionen"
"Relative Humidity"	""
"Relative Richness"	"relativer Reichtum"
"Relative Slope Position"	""
"Relative from cell value"	"Relativ vom Zellwert"
"Relative heights calculation..."	"Relative Höhen Berechnung..."
"Relaxation"	"Entspannung"
"Release Areas"	""
"Release areas encoded by unique integer IDs, all other cells NoData [-]."	""
"Reload"	""
"Reload Standard Tool Libraries"	""
"Reloading tool chain"	""
"Remark"	""
"Remove Boundary Polygons"	""
"Remove Database"	""
"Remove Duplicate Points"	"Entferne doppelte Punkte"
"Remove Duplicates"	""
"Remove Invalid Shapes"	""
"Remove Overlap from Virtual Point Cloud Tiles"	""
"Remove tracers and associated paths that moved out of the investigated area (performance gain)."	""
"Removed Cells"	""
"Removed Objects"	"entfernte Objekte"
"Removes input layers from memory while merging."	""
"Removing ambiguous pixels..."	""
"Rename"	""
"Rename Fields"	"Feld umbenennen"
"Rename Raster Band"	""
"Rename Table"	""
"Reopen Database Connections"	""
"Reopen PostgreSQL database connections. Warning: if set to true account information including unencrypted passwords for automatic connection will be stored."	""
"Replace Condition"	"Austauschbedingungen"
"Replace Text"	""
"Replace first PC with PAN"	""
"Replace only this value with respect to the specified tolerance."	""
"Replacement"	""
"Replacements"	""
"Report Unchanged Classes"	"Melde unveränderte Klassen"
"Report Unclassified Cells"	""
"Report the amount of overland flow that left the covered area."	""
"Reports"	""
"Representativeness"	"Repräsentativität"
"Representativeness (Grid)"	"Repräsentativität (Raster)"
"Request failed."	""
"Resample"	""
"Resampled Grids"	""
"Resampling"	"Neuberechnung"
"Resampling Filter"	""
"Resampling method used when projection is needed"	""
"Resampling type to be used, if grid needs to be aligned to coordinate system."	""
"Rescale Range"	"Bereich Massstabsänderung"
"Rescale Values (0-255)"	"Massstabsänderung Werte (0-255)"
"Rescale to 0 - 1"	""
"Resection (Terrestrial)"	""
"Reset"	""
"Resets flow accumulation raster."	""
"Residual"	""
"Residual Corrected Regression"	""
"Residual Correction"	""
"Residual Interpolation"	""
"Residual standard error"	""
"Residuals"	"Rückstände"
"Resilient propagation (RPROP)"	""
"Resolution"	"Auflösung"
"Resolution [d]"	""
"Resolution [h]"	""
"Response Time"	""
"Restart SAGA to apply the changes"	""
"Restore"	""
"Restore Model from File"	""
"Restore original grid information from metadata."	""
"Restricted Area Projection"	""
"Restricts targeted grid cells to area of the projected bounding rectangle. Useful with certain projections for global data."	""
"Result"	"Ergebnis"
"Result Field"	""
"Result is the number of the 2nd of three consecutive months (Dec-Jan-Feb=1, Jan-Feb-Mar=2, ...)."	""
"Result table"	"Ergebnistabelle"
"Resultierendes Raster ueber WasserENTNAHME erstellen"	""
"Resultierendes Raster ueber WasserNUTZUNG erstellen"	""
"Resulting Value"	"sich ergebender Wert"
"Results"	"Ergebnisse"
"Return"	""
"Returns"	""
"Returns tables's no-data value"	""
"Returns the floating point remainder of x/y"	""
"Returns the integer part of floating point value x"	""
"Returns the maximum of values x and y"	""
"Returns the minimum of values x and y"	""
"Returns the value of Pi"	""
"Returns true (1), if at least one of both x and y is true (i.e. not 0)"	""
"Returns true (1), if both x and y are true (i.e. not 0)"	""
"Returns true (1), if x equals y, else false (0)"	""
"Returns true (1), if x is a no-data value, else false (0)"	""
"Returns true (1), if x is greater than y, else false (0)"	""
"Returns true (1), if x is less than y, else false (0)"	""
"Returns x raised to the power of y"	""
"Returns x, if condition c is true (i.e. not 0), else y"	""
"Revert Palette"	"Umkehrtabelle"
"Rf"	""
"Rho 8"	""
"Ridge"	""
"Ridge Detection Threshold"	""
"Ridge Level"	""
"Riegl RDB"	""
"Right"	"Rechts"
"Right Button"	""
"Right Eye"	""
"Right Image"	""
"Right bound of the resulting (empty) or requested grid (g = h1...hn)"	""
"Right bound of the resulting (empty) or requested grid collection (g = h1...hn)"	""
"Rill/Interrill Erosivity"	"Rinnsal/Erosivität"
"Rings"	""
"Risk"	""
"RivFlow"	""
"RivFlow."	""
"River Heads"	"Flussquellen"
"River Mouths"	"Flussmündungen"
"Rn, number of rain days in timespan [-]"	""
"Road Width"	""
"Roads"	""
"Roll Left"	""
"Roll Right"	""
"Rolling"	""
"Rook"	"Saatkrähe"
"Rook's case"	"Rook´s Fall"
"Rooke's case"	""
"Rooting"	""
"Roots"	"Wurzeln"
"Roots to Humus"	"Wurzeln zu Humus"
"Rotate Down"	""
"Rotate Left"	""
"Rotate Left/Right and Up/Down"	""
"Rotate Right"	""
"Rotate Up"	""
"Rotate X"	""
"Rotate Y"	""
"Rotate Z"	""
"Rotated Pole"	""
"Rotated rasters are not supported!"	""
"Rotated to Regular Grid"	""
"Rotation"	"Drehung"
"Rotation X"	"Drehung X"
"Rotation Y"	"Drehung Y"
"Rotation Z"	"Drehung Z"
"Rotation angle [Degree]"	"Drehwinkel [Grad]"
"Rotation by Attribute"	"Drehung durch Attribut"
"Roughness"	""
"Roughness/Smoothness"	"Rauhigkeit/Glätte"
"Round"	""
"Round bounding box coordinates to whole numbers; this blows up the bounding box."	""
"Round bounding coordinates to multiples of cell size. Ignored if cell size has decimal places."	""
"Rounding"	""
"Route Soil along Channel Network"	""
"Route soil loss along channel network to outlet"	""
"Routing"	"Routenplanung"
"Routing Error"	"Routenplanung Fehler"
"Row Order"	""
"Rows"	"Reihen"
"Run Once"	""
"Run Tool"	"Werkzeug ausführen"
"Run cloud shadow detection tool with standard settings."	""
"Run-out"	""
"Running Script"	""
"Runoff"	"Abfluss"
"S, slope [rad]"	""
"SAFETYFACTOR"	""
"SAGA Colors"	"SAGA Farben"
"SAGA Compressed Grid Collections"	""
"SAGA Compressed Grid Files"	""
"SAGA Compressed Point Clouds"	""
"SAGA Grid Collections"	""
"SAGA Grid Files"	""
"SAGA Grid Files (*.sgrd)|*.sgrd|All Files|*.*"	""
"SAGA Grid Files (old extension)"	""
"SAGA Grids"	""
"SAGA Help"	"SAGA Hilfe"
"SAGA Parameter Files"	"SAGA Parameter-Datei"
"SAGA Point Cloud Virtual Format (*.spcvf)"	""
"SAGA Point Cloud Virtual Format Tile Info (*.spcvf_tile_info)"	""
"SAGA Point Clouds"	"SAGA Punktwolken"
"SAGA Print Layout"	""
"SAGA Projects"	"SAGA Projekte"
"SAGA RGB color"	"SAGA RGB Farbe"
"SAGA Tool Chains"	""
"SAGA Tool Libraries"	"SAGA Werkzeugbibliotheken"
"SAGA Uncompressed Grid Collections"	""
"SAGA Uncompressed Point Clouds"	""
"SAGA User Group Associaton (c) 2002"	""
"SAGA User Group Associaton (c) 2008-2023"	""
"SAGA Wetness Index"	"SAGA Feuchtigkeits Index"
"SAGA\nSystem for Automated Geoscientific Analyses\nVersion 2.0"	""
"SE-NW"	""
"SECTIONS"	""
"SGBM 3 Way"	""
"SHALSTAB"	""
"SL, estimation of mean soil loss [kg]"	""
"SLIC"	""
"SLc"	""
"SLs"	""
"SLz"	""
"SPCVF successfully created from %d dataset(s)."	""
"SPOT DIMAP Files"	""
"SQL Query"	""
"SQL Statement"	""
"SQL Statement"	"SQL Anweisung"
"SQL execution failed"	""
"SR Aerosol QA Band"	""
"ST, Percentage rock fragments on the soil surface [%]"	""
"STDDEV"	""
"STDDEVHI"	""
"STDDEVLO"	""
"STDDEV_HI"	""
"STDDEV_LO"	""
"STDDEV_MEAN"	""
"STL Files"	"STL Dateien"
"SUM"	"SUM"
"SUM2"	""
"SVG Interactive Map"	"SVG Interaktive Karte"
"SVM"	""
"SVM Classification"	""
"SVM Type"	""
"SVR Epsilon"	""
"SWIR"	""
"SWIR 1"	""
"SWIR 2"	""
"SWIR/Thermal Threshold"	""
"SaLEM"	""
"Saddle"	""
"Sample Size"	""
"Sample Variogram"	"Proben Variogramm"
"Sample collection failed"	""
"Sample from training population with or without replacement?"	""
"Sample weights"	""
"Sample with Replacement"	""
"Samples"	""
"Samples in range"	"Proben im Bereich"
"Samples per Tree"	""
"Sand"	"Sand"
"Sand and Clay"	""
"Sand and Silt"	""
"Sandig-lehmiger Schluff"	""
"Sandig-toniger Lehm"	""
"Sandiger Schluff"	""
"Sandy Clay"	"sandiger Ton"
"Sandy Clay Loam"	""
"Sandy Loam"	"sandiger Lehm"
"Sat. lateral permeability"	""
"Satellite Height [m]"	""
"Satellite Imagery"	""
"Saturation Pressure"	""
"Saturation overland flow (m/dt)"	""
"Saturation zone (WI > 1)"	""
"Save"	"Speichern"
"Save As Image"	"Als Bild speichern"
"Save Attributes as..."	""
"Save Colors"	"Farben speichern"
"Save Configuration"	""
"Save Frames"	""
"Save Georeference"	"Georeferenzierung speichern"
"Save Grid"	"Raster speichern"
"Save Grid Collection"	""
"Save Grid Collection as Image..."	""
"Save Grid Statistics to Table"	""
"Save Grid as Image..."	"Raster als Bild speichern..."
"Save History as Model"	""
"Save Map as Image..."	"Karte als Bild speichern..."
"Save Model"	""
"Save Modified Data"	""
"Save Parameters"	"Parameter speichern"
"Save Point"	""
"Save Point Cloud"	"Punktwolke speichern"
"Save Project"	"Projekt speichern"
"Save Project as..."	""
"Save Settings"	"Einstellungen speichern"
"Save Shapes"	"Vektoren speichern"
"Save Statistics to File..."	""
"Save TIN"	""
"Save Table"	"Tabelle speichern"
"Save Table Header"	"Tabellenkopf speichern"
"Save Text"	"Text speichern"
"Save Tiles to Disk"	""
"Save To Memory Grid"	""
"Save all"	"Alles speichern"
"Save as Image to Workspace"	""
"Save as Image when changed"	""
"Save as Image..."	""
"Save as Tool Chain"	""
"Save as..."	""
"Save changes?"	"Änderungen speichern?"
"Save tiles to disk individually"	""
"Save to Clipboard"	""
"Save to Database..."	""
"Save to Directory..."	""
"Save to File"	""
"Save to File..."	""
"Save to Path"	""
"Save to Script File"	""
"Save to Table"	""
"Save to Workspace"	""
"Saving"	""
"Savitsky-Golay"	""
"Scalable Vector Graphics Files"	""
"Scale"	"Massstab"
"Scale (Cells)"	""
"Scale Bar"	""
"Scale Factor"	"Massstabsfaktor"
"Scale Factor X"	"Massstabsfaktor X"
"Scale Factor Y"	"Massstabsfaktor Y"
